Date,Location,trip_hour,trip_distance_km,trip_duration_min,location_pressure_index,peak_hour,rain_probability,rain_pred_label,rain_risk_level,base_price,demand_supply_multiplier,rain_multiplier,total_multiplier,price_without_rain_signal,price_with_rain_signal,rain_increment,rain_increment_pct
2012-06-26,MountGambier,11,3.237,10.545,0.16666666666666666,0,0.04,No,low,12.998,1.037,1.0,1.037,13.475,13.475,0.0,0.0
2014-04-11,Albany,23,14.103,37.175,0.16666666666666666,0,0.054,No,low,38.853,1.037,1.0,1.037,40.277,40.277,0.0,0.0
2012-11-11,Dartmoor,6,2.975,12.181,0.8333333333333334,0,0.019,No,low,13.333,1.183,1.0,1.183,15.777,15.777,0.0,0.0
2012-06-15,Perth,17,4.762,15.329,0.5,1,0.579,Yes,moderate,17.068,1.29,1.2,1.548,22.017,26.427,4.41,20.028
2011-12-18,Albany,12,4.492,10.26,0.16666666666666666,0,0.592,Yes,moderate,14.573,1.037,1.21,1.254,15.108,18.274,3.167,20.961
2014-08-26,AliceSprings,11,5.122,12.08,0.5,0,0.0,No,low,16.189,1.11,1.0,1.11,17.969,17.969,0.0,0.0
2014-01-21,Penrith,20,13.467,23.546,0.3333333333333333,0,0.987,Yes,very_high,32.269,1.073,1.538,1.651,34.636,53.276,18.64,53.819
2012-05-07,Melbourne,22,6.641,20.324,0.6666666666666666,0,0.689,Yes,high,21.702,1.147,1.283,1.471,24.885,31.928,7.043,28.302
2009-11-16,Brisbane,20,3.214,7.646,0.0,0,0.494,No,moderate,11.75,1.0,1.142,1.142,11.75,13.423,1.673,14.24
2009-01-05,Moree,7,10.959,30.777,0.0,1,0.014,No,low,31.921,1.18,1.0,1.18,37.667,37.667,0.0,0.0
2010-11-07,Portland,7,7.39,21.604,0.8333333333333334,1,0.874,Yes,very_high,23.251,1.363,1.437,1.959,31.699,45.541,13.842,43.668
2010-10-24,BadgerysCreek,17,3.26,8.608,0.6666666666666666,1,0.978,Yes,very_high,12.217,1.327,1.529,2.029,16.207,24.789,8.582,52.95
2014-05-10,Tuggeranong,8,9.936,22.224,0.8333333333333334,1,0.553,Yes,moderate,26.947,1.363,1.182,1.612,36.738,43.426,6.688,18.205
2015-10-03,PerthAirport,18,1.526,10.302,0.6666666666666666,1,0.077,No,low,10.587,1.327,1.0,1.327,14.045,14.045,0.0,0.0
2011-06-30,NorahHead,15,1.902,9.454,0.8333333333333334,0,0.821,Yes,very_high,10.738,1.183,1.391,1.645,12.706,17.669,4.962,39.053
2011-05-23,AliceSprings,15,1.113,5.456,0.5,0,0.009,No,low,7.995,1.11,1.0,1.11,8.874,8.874,0.0,0.0
2012-07-03,Richmond,19,1.0,5.328,1.0,1,0.056,No,low,7.788,1.4,1.0,1.4,10.903,10.903,0.0,0.0
2010-05-15,Wollongong,17,9.498,27.907,0.8333333333333334,1,0.16,No,low,28.743,1.363,1.0,1.363,39.187,39.187,0.0,0.0
2016-01-15,SalmonGums,1,5.166,24.788,0.16666666666666666,0,0.058,No,low,21.585,1.037,1.0,1.037,22.376,22.376,0.0,0.0
2015-07-17,Bendigo,3,1.213,5.553,1.0,0,0.299,No,low,8.17,1.22,1.033,1.26,9.968,10.296,0.328,3.294
2015-08-22,Woomera,16,4.411,13.039,1.0,1,0.246,No,low,15.632,1.4,1.012,1.416,21.884,22.14,0.256,1.17
2009-11-25,Canberra,13,8.039,19.657,0.3333333333333333,0,0.233,No,low,23.309,1.073,1.007,1.081,25.018,25.205,0.186,0.744
2009-07-12,Albany,8,2.59,9.114,0.16666666666666666,1,0.741,Yes,high,11.525,1.217,1.324,1.611,14.022,18.568,4.546,32.421
2012-03-08,Perth,12,3.604,10.452,0.5,0,0.018,No,low,13.455,1.11,1.0,1.11,14.936,14.936,0.0,0.0
2013-07-20,Richmond,18,14.512,36.302,1.0,1,0.088,No,low,39.038,1.4,1.0,1.4,54.653,54.653,0.0,0.0
2010-05-01,Melbourne,19,3.844,11.055,0.6666666666666666,1,0.421,No,moderate,14.033,1.327,1.097,1.455,18.617,20.424,1.808,9.709
2010-04-20,Sale,15,1.308,7.742,0.0,0,0.312,No,low,9.217,1.0,1.039,1.039,9.217,9.575,0.358,3.884
2012-04-26,Dartmoor,11,3.07,9.775,0.8333333333333334,0,0.681,Yes,high,12.45,1.183,1.276,1.51,14.733,18.806,4.073,27.646
2012-05-25,Ballarat,8,1.137,7.908,0.8333333333333334,1,0.972,Yes,very_high,9.056,1.363,1.524,2.078,12.346,18.815,6.469,52.397
2017-03-23,BadgerysCreek,14,6.996,21.751,0.6666666666666666,0,0.991,Yes,very_high,22.781,1.147,1.542,1.768,26.122,40.272,14.151,54.172
2016-07-07,Nhil,9,2.312,9.008,0.6666666666666666,1,0.096,No,low,11.105,1.327,1.0,1.327,14.732,14.732,0.0,0.0
2016-01-08,GoldCoast,15,2.254,8.568,0.0,0,0.337,No,low,10.841,1.0,1.051,1.051,10.841,11.391,0.55,5.072
2012-03-15,SydneyAirport,17,15.324,52.725,0.5,1,0.154,No,low,47.032,1.29,1.0,1.29,60.672,60.672,0.0,0.0
2009-05-02,Bendigo,5,1.73,10.58,1.0,0,0.008,No,low,10.979,1.22,1.0,1.22,13.395,13.395,0.0,0.0
2011-02-07,PearceRAAF,0,1.471,8.148,0.16666666666666666,0,0.039,No,low,9.609,1.037,1.0,1.037,9.961,9.961,0.0,0.0
2016-05-21,Adelaide,7,1.985,8.425,0.0,1,0.521,Yes,moderate,10.418,1.18,1.16,1.369,12.293,14.264,1.971,16.033
2013-04-22,Nuriootpa,20,8.2,25.33,0.0,0,0.808,Yes,very_high,25.909,1.0,1.379,1.379,25.909,35.741,9.832,37.946
2008-12-08,Bendigo,17,6.409,15.83,1.0,1,0.031,No,low,19.501,1.4,1.0,1.4,27.302,27.302,0.0,0.0
2016-07-08,Wollongong,7,3.041,11.518,0.8333333333333334,1,0.918,Yes,very_high,13.142,1.363,1.475,2.011,17.918,26.432,8.515,47.521
2017-03-03,MountGambier,20,2.835,7.079,0.16666666666666666,0,0.455,No,moderate,11.0,1.037,1.117,1.158,11.404,12.741,1.338,11.73
2012-05-30,Perth,13,6.09,33.186,0.5,0,0.32,No,low,26.36,1.11,1.042,1.157,29.26,30.502,1.242,4.246
2013-06-05,Sydney,13,5.3,13.952,0.3333333333333333,0,0.642,Yes,high,17.215,1.073,1.247,1.338,18.477,23.034,4.557,24.666
2012-08-16,PearceRAAF,21,4.025,12.148,0.16666666666666666,0,0.103,No,low,14.735,1.037,1.0,1.037,15.276,15.276,0.0,0.0
2016-12-20,Albury,4,6.555,19.485,0.3333333333333333,0,0.469,No,moderate,21.233,1.073,1.126,1.209,22.79,25.667,2.877,12.622
2010-06-11,Witchcliffe,7,1.876,7.527,0.6666666666666666,1,0.128,No,low,9.894,1.327,1.0,1.327,13.126,13.126,0.0,0.0
2014-07-24,Williamtown,16,2.344,9.964,0.5,1,0.435,No,moderate,11.549,1.29,1.105,1.425,14.898,16.462,1.564,10.498
2009-01-04,NorahHead,7,6.781,17.432,0.8333333333333334,1,0.496,No,moderate,20.676,1.363,1.144,1.559,28.188,32.236,4.049,14.364
2012-05-11,WaggaWagga,17,5.593,13.548,0.0,1,0.069,No,low,17.44,1.18,1.0,1.18,20.579,20.579,0.0,0.0
2013-08-08,Dartmoor,7,4.629,13.22,0.8333333333333334,1,0.898,Yes,very_high,16.001,1.363,1.458,1.987,21.815,31.8,9.985,45.771
2013-05-05,SalmonGums,6,14.991,34.736,0.16666666666666666,0,0.112,No,low,39.027,1.037,1.0,1.037,40.458,40.458,0.0,0.0
2012-02-16,Townsville,7,7.509,19.681,0.6666666666666666,1,0.512,Yes,moderate,22.603,1.327,1.154,1.531,29.987,34.604,4.617,15.397
2011-11-20,Perth,12,3.11,19.629,0.5,0,0.051,No,low,16.642,1.11,1.0,1.11,18.472,18.472,0.0,0.0
2014-06-18,SalmonGums,7,2.509,10.726,0.16666666666666666,1,0.432,No,moderate,12.092,1.217,1.104,1.343,14.711,16.234,1.523,10.351
2012-07-27,SalmonGums,6,5.771,23.55,0.16666666666666666,0,0.073,No,low,21.883,1.037,1.0,1.037,22.685,22.685,0.0,0.0
2010-01-01,Penrith,19,9.479,23.07,0.3333333333333333,1,0.659,Yes,high,26.687,1.253,1.26,1.579,33.447,42.148,8.701,26.013
2011-08-07,Adelaide,9,1.0,5.6,0.0,1,0.954,Yes,very_high,7.902,1.18,1.508,1.78,9.324,14.063,4.738,50.818
2016-08-10,Uluru,10,5.495,12.939,1.0,0,0.01,No,low,17.053,1.22,1.0,1.22,20.805,20.805,0.0,0.0
2012-06-30,Sale,4,3.561,10.367,0.0,0,0.382,No,moderate,13.361,1.0,1.075,1.075,13.361,14.358,0.997,7.462
2011-07-31,Nuriootpa,10,5.165,14.684,0.0,0,0.087,No,low,17.339,1.0,1.0,1.0,17.339,17.339,0.0,0.0
2010-01-11,Sydney,8,1.379,5.574,0.3333333333333333,1,0.36,No,moderate,8.403,1.253,1.063,1.332,10.531,11.193,0.662,6.285
2012-06-23,Cairns,16,9.475,23.2,0.16666666666666666,1,0.241,No,low,26.735,1.217,1.01,1.229,32.528,32.855,0.327,1.005
2012-04-08,Cairns,7,11.107,37.92,0.16666666666666666,1,0.194,No,low,35.121,1.217,1.0,1.217,42.731,42.731,0.0,0.0
2015-07-09,Townsville,20,7.07,20.378,0.6666666666666666,0,0.08,No,low,22.303,1.147,1.0,1.147,25.574,25.574,0.0,0.0
2013-06-27,Portland,21,12.515,31.988,0.8333333333333334,0,0.74,Yes,high,34.531,1.183,1.323,1.566,40.861,54.07,13.209,32.325
2009-01-28,PearceRAAF,6,3.432,11.174,0.16666666666666666,0,0.642,Yes,high,13.527,1.037,1.247,1.293,14.023,17.486,3.463,24.695
2014-12-19,Canberra,6,5.408,14.002,0.3333333333333333,0,0.429,No,moderate,17.382,1.073,1.101,1.182,18.656,20.547,1.89,10.133
2016-05-31,Mildura,6,7.138,19.433,1.0,0,0.118,No,low,21.998,1.22,1.0,1.22,26.838,26.838,0.0,0.0
2014-11-21,Hobart,16,5.822,15.196,0.16666666666666666,1,0.739,Yes,high,18.442,1.217,1.323,1.609,22.438,29.679,7.241,32.269
2013-06-09,Brisbane,6,3.761,14.719,0.0,0,0.767,Yes,high,15.459,1.0,1.346,1.346,15.459,20.803,5.344,34.571
2013-03-06,Katherine,19,4.056,10.742,0.3333333333333333,1,0.557,Yes,moderate,14.187,1.253,1.185,1.485,17.781,21.065,3.284,18.472
2016-10-27,Sale,18,10.485,22.911,0.0,1,0.232,No,low,27.977,1.18,1.007,1.188,33.013,33.245,0.232,0.704
2015-02-05,Watsonia,19,4.467,11.585,0.3333333333333333,1,0.003,No,low,15.096,1.253,1.0,1.253,18.921,18.921,0.0,0.0
2015-03-06,Watsonia,14,9.139,24.185,0.3333333333333333,0,0.638,Yes,high,26.695,1.073,1.244,1.335,28.652,35.646,6.994,24.41
2012-06-12,Melbourne,23,4.306,10.733,0.6666666666666666,0,0.214,No,low,14.521,1.147,1.002,1.149,16.651,16.688,0.037,0.222
2013-08-26,Ballarat,3,9.104,31.711,0.8333333333333334,0,0.202,No,low,29.809,1.183,1.0,1.184,35.274,35.282,0.008,0.022
2016-10-20,Moree,11,4.805,18.023,0.0,0,0.019,No,low,18.256,1.0,1.0,1.0,18.256,18.256,0.0,0.0
2014-03-23,Tuggeranong,9,6.757,22.926,0.8333333333333334,1,0.209,No,low,22.951,1.363,1.001,1.365,31.29,31.328,0.038,0.122
2010-10-13,Woomera,21,2.755,8.376,1.0,0,0.214,No,low,11.437,1.22,1.002,1.223,13.953,13.987,0.034,0.242
2009-09-28,Perth,15,5.4,11.47,0.5,0,0.769,Yes,high,16.308,1.11,1.347,1.496,18.102,24.392,6.29,34.747
2011-10-21,Cairns,19,2.786,10.946,0.16666666666666666,1,0.827,Yes,very_high,12.558,1.217,1.396,1.698,15.279,21.33,6.05,39.598
2014-04-17,Albury,7,3.371,12.505,0.3333333333333333,1,0.047,No,low,14.002,1.253,1.0,1.253,17.55,17.55,0.0,0.0
2016-07-26,Adelaide,22,3.574,9.888,0.0,0,0.995,Yes,very_high,13.178,1.0,1.545,1.545,13.178,20.366,7.188,54.55
2017-06-10,MelbourneAirport,14,4.006,12.786,0.8333333333333334,0,0.023,No,low,14.979,1.183,1.0,1.183,17.725,17.725,0.0,0.0
2009-07-02,Watsonia,13,8.447,25.311,0.3333333333333333,0,0.933,Yes,very_high,26.234,1.073,1.489,1.598,28.158,41.924,13.766,48.888
2014-01-01,Albury,22,3.276,13.388,0.3333333333333333,0,0.457,No,moderate,14.246,1.073,1.119,1.201,15.29,17.107,1.817,11.881
2009-04-07,Albury,11,5.032,19.599,0.3333333333333333,0,0.005,No,low,19.224,1.073,1.0,1.073,20.634,20.634,0.0,0.0
2013-10-12,Wollongong,11,9.122,27.233,0.8333333333333334,0,0.298,No,low,27.953,1.183,1.033,1.222,33.078,34.154,1.076,3.252
2011-11-08,Sale,16,6.666,18.683,0.0,1,0.708,Yes,high,21.046,1.18,1.298,1.531,24.834,32.224,7.39,29.759
2012-03-26,Woomera,6,1.0,5.65,1.0,0,0.01,No,low,7.923,1.22,1.0,1.22,9.666,9.666,0.0,0.0
2010-05-09,Adelaide,9,1.345,5.858,0.0,1,0.471,No,moderate,8.477,1.18,1.128,1.331,10.003,11.28,1.277,12.769
2011-01-14,Cobar,7,5.895,11.685,0.5,1,0.889,Yes,very_high,17.066,1.29,1.449,1.87,22.015,31.908,9.893,44.937
2012-07-27,Bendigo,6,3.155,14.364,1.0,0,0.352,No,moderate,14.492,1.22,1.058,1.291,17.68,18.71,1.03,5.828
2013-11-16,Bendigo,20,1.182,8.595,1.0,0,0.115,No,low,9.405,1.22,1.0,1.22,11.475,11.475,0.0,0.0
2009-05-10,CoffsHarbour,16,2.986,7.533,0.6666666666666666,1,0.675,Yes,high,11.395,1.327,1.272,1.687,15.118,19.229,4.111,27.196
2013-07-04,Sydney,10,6.042,15.702,0.3333333333333333,0,0.133,No,low,18.952,1.073,1.0,1.073,20.341,20.341,0.0,0.0
2013-06-16,Sydney,11,3.545,14.704,0.3333333333333333,0,0.303,No,low,15.162,1.073,1.034,1.11,16.274,16.834,0.561,3.444
2010-11-04,Richmond,12,4.706,12.601,1.0,0,0.547,Yes,moderate,15.845,1.22,1.178,1.438,19.331,22.78,3.449,17.842
2011-08-24,PearceRAAF,16,3.779,9.546,0.16666666666666666,1,0.038,No,low,13.31,1.217,1.0,1.217,16.194,16.194,0.0,0.0
2008-12-12,Albany,21,2.68,7.221,0.16666666666666666,0,0.149,No,low,10.851,1.037,1.0,1.037,11.249,11.249,0.0,0.0
2016-04-26,Uluru,21,5.33,16.73,1.0,0,0.021,No,low,18.422,1.22,1.0,1.22,22.475,22.475,0.0,0.0
2011-01-23,SalmonGums,11,1.068,6.458,0.16666666666666666,0,0.8,Yes,very_high,8.355,1.037,1.373,1.423,8.661,11.892,3.231,37.301
2015-04-08,Melbourne,9,2.425,8.738,0.6666666666666666,1,0.363,No,moderate,11.144,1.327,1.064,1.412,14.784,15.733,0.949,6.42
2012-06-08,Launceston,12,7.491,22.399,0.5,0,0.076,No,low,23.72,1.11,1.0,1.11,26.329,26.329,0.0,0.0
2015-07-14,Richmond,15,1.384,7.475,1.0,0,0.044,No,low,9.208,1.22,1.0,1.22,11.234,11.234,0.0,0.0
2016-05-31,Moree,13,4.545,14.785,0.0,0,0.136,No,low,16.545,1.0,1.0,1.0,16.545,16.545,0.0,0.0
2014-12-11,Penrith,17,3.345,9.012,0.3333333333333333,1,0.992,Yes,very_high,12.501,1.253,1.543,1.934,15.668,24.175,8.507,54.295
2014-09-05,Walpole,15,3.116,10.868,0.16666666666666666,0,0.71,Yes,high,12.971,1.037,1.3,1.347,13.446,17.474,4.027,29.95
2012-04-07,Launceston,9,7.952,16.666,0.5,1,0.044,No,low,21.935,1.29,1.0,1.29,28.296,28.296,0.0,0.0
2014-05-24,Cobar,10,8.956,23.36,0.5,0,0.009,No,low,26.102,1.11,1.0,1.11,28.973,28.973,0.0,0.0
2009-07-14,WaggaWagga,10,1.981,7.94,0.0,0,0.823,Yes,very_high,10.209,1.0,1.392,1.392,10.209,14.215,4.007,39.247
2010-10-23,AliceSprings,5,4.03,14.154,0.5,0,0.001,No,low,15.585,1.11,1.0,1.11,17.299,17.299,0.0,0.0
2009-08-30,Dartmoor,7,1.0,5.006,0.8333333333333334,1,0.97,Yes,very_high,7.652,1.363,1.523,2.076,10.433,15.885,5.452,52.26
2014-10-17,Sydney,18,7.667,14.96,0.3333333333333333,1,0.297,No,low,20.834,1.253,1.032,1.293,26.112,26.942,0.831,3.181
2014-11-26,SydneyAirport,11,4.382,11.929,0.5,0,0.205,No,low,15.126,1.11,1.001,1.111,16.789,16.799,0.009,0.054
2015-06-08,Adelaide,7,1.3,6.708,0.0,1,0.789,Yes,high,8.773,1.18,1.364,1.609,10.352,14.12,3.768,36.394
2013-01-07,CoffsHarbour,15,2.518,8.488,0.6666666666666666,0,0.245,No,low,11.164,1.147,1.011,1.159,12.801,12.944,0.143,1.114
2014-02-14,MountGinini,18,1.838,5.868,0.3333333333333333,1,0.715,Yes,high,9.145,1.253,1.303,1.634,11.462,14.94,3.479,30.349
2015-12-20,Nuriootpa,8,2.406,11.757,0.0,1,0.581,Yes,moderate,12.386,1.18,1.202,1.419,14.616,17.574,2.958,20.239
2017-02-08,PerthAirport,19,1.0,6.529,0.6666666666666666,1,0.004,No,low,8.292,1.327,1.0,1.327,11.001,11.001,0.0,0.0
2010-04-07,Launceston,21,10.415,30.112,0.5,0,0.912,Yes,very_high,30.907,1.11,1.47,1.632,34.307,50.439,16.133,47.026
2014-09-26,Katherine,16,2.043,8.848,0.3333333333333333,1,0.213,No,low,10.675,1.253,1.002,1.256,13.379,13.406,0.028,0.206
2012-11-13,Adelaide,17,4.537,12.493,0.0,1,0.022,No,low,15.572,1.18,1.0,1.18,18.375,18.375,0.0,0.0
2015-01-11,Sydney,4,6.006,14.079,0.3333333333333333,0,0.993,Yes,very_high,18.221,1.073,1.544,1.657,19.557,30.188,10.631,54.36
2012-08-13,Cobar,21,8.964,23.428,0.5,0,0.026,No,low,26.142,1.11,1.0,1.11,29.017,29.017,0.0,0.0
2013-03-11,AliceSprings,11,4.646,21.548,0.5,0,0.123,No,low,19.522,1.11,1.0,1.11,21.67,21.67,0.0,0.0
2011-01-25,Woomera,21,3.737,16.564,1.0,0,0.418,No,moderate,16.202,1.22,1.095,1.336,19.767,21.645,1.878,9.501
2014-04-19,Albury,15,4.781,15.979,0.3333333333333333,0,0.079,No,low,17.365,1.073,1.0,1.073,18.639,18.639,0.0,0.0
2012-11-25,Tuggeranong,0,1.972,7.768,0.8333333333333334,0,0.074,No,low,10.124,1.183,1.0,1.183,11.98,11.98,0.0,0.0
2017-03-21,Townsville,2,2.105,11.0,0.6666666666666666,0,0.627,Yes,high,11.662,1.147,1.236,1.417,13.372,16.527,3.155,23.594
2014-06-27,Darwin,17,3.675,11.141,1.0,1,0.009,No,low,13.841,1.4,1.0,1.4,19.377,19.377,0.0,0.0
2016-10-28,Sydney,15,1.0,6.983,0.3333333333333333,0,0.729,Yes,high,8.483,1.073,1.314,1.411,9.105,11.968,2.863,31.446
2016-09-27,Wollongong,1,2.724,7.097,0.8333333333333334,0,0.097,No,low,10.858,1.183,1.0,1.183,12.849,12.849,0.0,0.0
2009-06-09,Melbourne,18,3.196,8.958,0.6666666666666666,1,0.943,Yes,very_high,12.277,1.327,1.498,1.987,16.287,24.395,8.108,49.785
2012-07-14,Penrith,19,13.683,35.33,0.3333333333333333,1,0.126,No,low,37.51,1.253,1.0,1.253,47.013,47.013,0.0,0.0
2014-11-19,Townsville,14,9.698,30.223,0.6666666666666666,0,0.16,No,low,29.986,1.147,1.0,1.147,34.384,34.384,0.0,0.0
2017-04-05,Sydney,13,5.991,13.087,0.3333333333333333,0,0.147,No,low,17.784,1.073,1.0,1.073,19.089,19.089,0.0,0.0
2016-07-10,MelbourneAirport,0,7.79,20.928,0.8333333333333334,0,0.966,Yes,very_high,23.506,1.183,1.519,1.797,27.816,42.241,14.425,51.859
2013-04-12,Brisbane,18,2.091,7.969,0.0,1,0.939,Yes,very_high,10.369,1.18,1.494,1.763,12.236,18.284,6.048,49.427
2011-09-13,Moree,9,4.869,17.967,0.0,1,0.003,No,low,18.32,1.18,1.0,1.18,21.617,21.617,0.0,0.0
2015-08-18,Watsonia,20,7.183,15.627,0.3333333333333333,0,0.223,No,low,20.461,1.073,1.005,1.078,21.961,22.064,0.103,0.468
2009-10-10,SydneyAirport,10,2.106,9.505,0.5,0,0.661,Yes,high,11.035,1.11,1.261,1.4,12.249,15.446,3.197,26.098
2010-12-13,AliceSprings,15,1.349,4.087,0.5,0,0.049,No,low,7.738,1.11,1.0,1.11,8.589,8.589,0.0,0.0
2012-08-04,Hobart,8,5.58,13.208,0.16666666666666666,1,0.345,No,low,17.28,1.217,1.055,1.283,21.024,22.178,1.153,5.486
2009-09-22,SydneyAirport,7,1.489,4.153,0.5,1,0.635,Yes,high,7.954,1.29,1.242,1.602,10.261,12.741,2.48,24.175
2011-10-05,MelbourneAirport,18,6.355,18.802,0.8333333333333334,1,0.528,Yes,moderate,20.676,1.363,1.165,1.588,28.188,32.843,4.655,16.514
2016-09-13,GoldCoast,14,8.868,26.004,0.0,0,0.277,No,low,27.093,1.0,1.023,1.023,27.093,27.721,0.628,2.316
2009-11-04,Witchcliffe,15,2.161,9.186,0.6666666666666666,0,0.013,No,low,10.976,1.147,1.0,1.147,12.585,12.585,0.0,0.0
2010-10-26,Sale,22,2.297,8.131,0.0,0,0.632,Yes,high,10.716,1.0,1.239,1.239,10.716,13.28,2.563,23.921
2014-10-14,Adelaide,22,8.704,30.612,0.0,0,0.029,No,low,28.808,1.0,1.0,1.0,28.808,28.808,0.0,0.0
2015-10-29,PearceRAAF,19,4.663,19.429,0.16666666666666666,1,0.166,No,low,18.656,1.217,1.0,1.217,22.698,22.698,0.0,0.0
2016-08-31,Hobart,7,7.982,33.317,0.16666666666666666,1,0.627,Yes,high,28.969,1.217,1.236,1.503,35.246,43.554,8.308,23.571
2009-07-02,BadgerysCreek,16,3.773,13.68,0.6666666666666666,1,0.045,No,low,15.039,1.327,1.0,1.327,19.951,19.951,0.0,0.0
2009-03-25,NorahHead,20,3.978,16.506,0.8333333333333334,0,0.4,No,moderate,16.502,1.183,1.084,1.283,19.528,21.178,1.65,8.448
2011-08-05,Adelaide,10,4.58,13.718,0.0,0,0.817,Yes,very_high,16.145,1.0,1.387,1.387,16.145,22.4,6.255,38.742
2010-02-27,Williamtown,6,11.995,30.976,0.5,0,0.057,No,low,33.403,1.11,1.0,1.11,37.078,37.078,0.0,0.0
2012-05-10,WaggaWagga,19,7.59,20.109,0.0,1,0.077,No,low,22.892,1.18,1.0,1.18,27.013,27.013,0.0,0.0
2010-10-14,Melbourne,13,2.655,8.615,0.6666666666666666,0,0.788,Yes,high,11.403,1.147,1.363,1.563,13.076,17.824,4.748,36.316
2016-05-13,SydneyAirport,15,5.11,14.397,0.5,0,0.059,No,low,17.145,1.11,1.0,1.11,19.031,19.031,0.0,0.0
2016-02-26,Portland,23,3.586,20.462,0.8333333333333334,0,0.194,No,low,17.635,1.183,1.0,1.183,20.868,20.868,0.0,0.0
2012-07-30,Witchcliffe,16,3.116,10.912,0.6666666666666666,1,0.819,Yes,very_high,12.989,1.327,1.389,1.843,17.232,23.938,6.706,38.913
2011-11-05,SalmonGums,12,6.239,14.578,0.16666666666666666,0,0.477,No,moderate,18.746,1.037,1.132,1.173,19.433,21.99,2.557,13.157
2015-12-07,Albany,10,5.432,14.15,0.16666666666666666,0,0.706,Yes,high,17.476,1.037,1.296,1.344,18.117,23.488,5.371,29.648
2014-09-25,Canberra,12,2.181,8.249,0.3333333333333333,0,0.635,Yes,high,10.609,1.073,1.241,1.332,11.387,14.135,2.748,24.13
2010-02-20,Penrith,6,4.588,20.033,0.3333333333333333,0,0.105,No,low,18.808,1.073,1.0,1.073,20.187,20.187,0.0,0.0
2011-06-02,Launceston,18,3.045,8.609,0.5,1,0.504,Yes,moderate,11.927,1.29,1.149,1.482,15.385,17.676,2.29,14.888
2013-09-24,Sydney,19,5.984,26.152,0.3333333333333333,1,0.599,Yes,moderate,23.262,1.253,1.215,1.522,29.155,35.416,6.261,21.476
2009-08-05,NorahHead,8,2.945,6.401,0.8333333333333334,1,0.129,No,low,10.864,1.363,1.0,1.363,14.811,14.811,0.0,0.0
2013-07-05,BadgerysCreek,9,3.995,9.236,0.6666666666666666,1,0.013,No,low,13.472,1.327,1.0,1.327,17.873,17.873,0.0,0.0
2008-10-03,Brisbane,20,3.18,9.406,0.0,0,0.21,No,low,12.443,1.0,1.001,1.001,12.443,12.46,0.017,0.14
2014-09-03,Mildura,1,1.032,8.097,1.0,0,0.07,No,low,8.994,1.22,1.0,1.22,10.973,10.973,0.0,0.0
2011-07-11,Sydney,14,11.629,23.569,0.3333333333333333,0,0.016,No,low,29.798,1.073,1.0,1.073,31.983,31.983,0.0,0.0
2017-02-13,PerthAirport,13,4.553,11.381,0.6666666666666666,0,0.444,No,moderate,15.127,1.147,1.11,1.273,17.346,19.261,1.916,11.043
2015-03-21,Albany,17,11.879,23.205,0.16666666666666666,1,0.883,Yes,very_high,29.983,1.217,1.444,1.757,36.479,52.689,16.21,44.436
2012-11-01,SalmonGums,7,4.696,11.101,0.16666666666666666,1,0.975,Yes,very_high,15.202,1.217,1.527,1.858,18.496,28.241,9.746,52.693
2011-06-13,BadgerysCreek,17,6.976,21.857,0.6666666666666666,1,0.985,Yes,very_high,22.797,1.327,1.536,2.037,30.245,46.447,16.203,53.573
2016-03-23,Uluru,10,2.791,10.335,1.0,0,0.241,No,low,12.309,1.22,1.01,1.232,15.017,15.169,0.152,1.011
2015-12-22,Cobar,16,2.845,11.217,0.5,1,0.864,Yes,very_high,12.751,1.29,1.428,1.842,16.449,23.484,7.034,42.764
2015-05-03,Darwin,2,4.38,14.381,1.0,0,0.01,No,low,16.154,1.22,1.0,1.22,19.708,19.708,0.0,0.0
2013-06-22,Williamtown,13,11.814,27.412,0.5,0,0.851,Yes,very_high,31.661,1.11,1.416,1.572,35.144,49.78,14.636,41.644
2009-03-28,Albury,14,2.243,6.0,0.3333333333333333,0,0.012,No,low,9.748,1.073,1.0,1.073,10.462,10.462,0.0,0.0
2015-01-17,Hobart,7,1.0,6.277,0.16666666666666666,1,0.769,Yes,high,8.186,1.217,1.347,1.639,9.96,13.419,3.459,34.724
2012-05-25,Cobar,6,8.578,25.343,0.5,0,0.396,No,moderate,26.424,1.11,1.082,1.202,29.331,31.75,2.419,8.248
2009-04-28,Moree,7,7.253,19.633,0.0,1,0.007,No,low,22.237,1.18,1.0,1.18,26.24,26.24,0.0,0.0
2016-07-08,Watsonia,10,3.313,8.947,0.3333333333333333,0,0.498,No,moderate,12.43,1.073,1.145,1.229,13.342,15.277,1.935,14.505
2016-12-04,Richmond,6,14.668,33.884,1.0,0,0.251,No,low,38.233,1.22,1.013,1.236,46.644,47.26,0.616,1.321
2013-04-19,Brisbane,21,15.057,41.016,0.0,0,0.033,No,low,41.753,1.0,1.0,1.0,41.753,41.753,0.0,0.0
2013-08-02,Bendigo,11,1.0,6.278,1.0,0,0.944,Yes,very_high,8.187,1.22,1.498,1.828,9.988,14.966,4.978,49.841
2015-06-09,Launceston,19,2.742,8.438,0.5,1,0.344,No,low,11.446,1.29,1.054,1.36,14.765,15.568,0.803,5.441
2013-11-16,WaggaWagga,22,4.359,12.649,0.0,0,0.386,No,moderate,15.397,1.0,1.077,1.077,15.397,16.578,1.181,7.673
