Date,Location,service_zone,weekday,time_bucket,time_bucket_label,rain_probability,rain_risk_level,base_demand_index,demand_index_with_rain,target_zone_demand_with_rain,trip_distance_km,trip_duration_min,pickup_distance_km,relocation_distance_km,current_request_fare,future_request_fare,score_wait,no_rain_score_wait,score_accept,no_rain_score_accept,score_relocate,no_rain_score_relocate,action_with_rain_signal,action_without_rain_signal,action_changed_by_rain_signal,expected_reward_with_rain_policy,expected_reward_no_rain_policy_under_rain,rain_policy_reward_gain
2016-04-19,Ballarat,6,1,0,night,0.1063,low,0.4587,0.4781,0.7838,2.1698,11.897,0.2201,4.8912,12.126,11.202,1.8999,1.7896,8.7429,8.7446,1.5147,0.5364,accept,accept,False,8.7429,8.7429,0.0
2014-10-14,MountGinini,24,1,3,evening,0.8602,very_high,0.5397,0.8048,0.9867,4.9949,21.237,1.7494,0.5,19.8627,21.218,9.7949,6.9431,12.7827,12.8812,15.3252,13.9582,relocate,relocate,False,15.3252,15.3252,0.0
2011-09-11,Brisbane,8,6,2,afternoon,0.0168,low,0.594,0.5959,0.788,6.5641,21.4641,0.2002,0.6626,22.0765,19.6216,6.7542,6.7349,14.9426,14.9429,11.5993,11.4338,accept,accept,False,14.9426,14.9426,0.0
2009-02-04,Canberra,10,2,3,evening,0.7365,high,0.7424,0.9607,1.1591,5.6407,18.1097,0.5655,1.298,19.421,22.7818,12.5391,10.0173,13.1925,13.2203,17.7396,16.9103,relocate,relocate,False,17.7396,17.7396,0.0
2015-04-07,Penrith,31,1,2,afternoon,0.2785,low,0.5655,0.6303,0.8415,4.5241,19.1832,1.0113,4.1134,18.3644,21.4732,8.0489,7.344,12.203,12.2232,9.5732,8.3318,accept,accept,False,12.203,12.203,0.0
2015-09-26,Moree,22,5,0,night,0.0241,low,0.6104,0.6134,0.8191,1.0636,5.6472,0.1751,0.5719,8.0077,8.1122,1.1048,1.0923,6.358,6.3583,4.6121,4.472,accept,accept,False,6.358,6.358,0.0
2012-06-28,Albury,3,3,3,evening,0.8204,very_high,0.5718,0.8216,0.9823,4.0423,9.9606,0.4619,0.5,13.8405,17.8477,7.9151,5.6543,9.9566,9.9816,12.7544,11.9966,relocate,relocate,False,12.7544,12.7544,0.0
2014-03-02,MountGambier,23,6,2,afternoon,0.0198,low,0.3571,0.3595,0.5067,8.8477,23.0393,1.6925,0.8608,25.8209,32.7522,9.3557,9.3162,16.7862,16.7887,14.0921,14.6908,accept,accept,False,16.7862,16.7862,0.0
2012-05-04,Ballarat,6,4,3,evening,0.9276,very_high,0.7074,0.9987,1.2074,10.7819,24.2225,1.6565,1.1766,28.9291,30.7356,18.5565,14.0172,18.8604,18.9599,24.5798,22.814,relocate,relocate,False,24.5798,24.5798,0.0
2014-08-30,Sydney,38,5,1,morning,0.9821,very_high,0.5473,0.8602,0.8238,4.9034,15.752,0.2923,1.8641,17.4354,19.6118,9.3772,6.2663,12.1028,12.1213,10.6636,9.5248,accept,accept,False,12.1028,12.1028,0.0
2017-04-14,Nuriootpa,29,4,2,afternoon,0.0048,low,0.4847,0.4851,0.7152,0.8186,5.136,1.0566,2.6027,7.4622,7.102,0.1318,0.1303,5.6474,5.6478,1.2278,1.0122,accept,accept,False,5.6474,5.6474,0.0
2016-11-28,Brisbane,8,0,3,evening,0.2815,low,0.6183,0.684,0.9081,4.961,14.3813,0.1256,3.2501,16.9375,16.9235,6.1685,5.6055,11.9249,11.9274,8.2132,8.7254,accept,accept,False,11.9249,11.9249,0.0
2012-06-30,Dartmoor,13,5,2,afternoon,0.9936,very_high,0.4202,0.7376,0.9214,3.3788,8.0782,1.5431,0.5,12.1543,10.6751,3.0739,1.3558,8.4714,8.5697,7.0109,4.9468,accept,accept,False,8.4714,8.4714,0.0
2015-12-17,Katherine,17,3,1,morning,0.85,very_high,0.6396,0.9008,1.1578,0.9519,6.3988,0.5052,0.5,8.1725,7.913,2.157,1.1092,6.2808,6.3089,6.1064,4.5666,accept,accept,False,6.2808,6.2808,0.0
2009-11-05,Albany,2,3,2,afternoon,0.5374,moderate,0.375,0.5222,0.7829,1.5467,9.4406,0.7407,1.8166,10.2531,10.5026,1.8286,1.0446,7.4042,7.4317,4.5315,3.0901,accept,accept,False,7.4042,7.4042,0.0
2008-09-12,Canberra,10,4,2,afternoon,0.1902,low,0.6565,0.6967,0.9043,1.8043,7.5575,0.9029,0.5607,9.81,7.7592,1.2536,1.0955,7.1615,7.174,4.7942,4.4773,accept,accept,False,7.1615,7.1615,0.0
2017-03-23,Albury,3,3,3,evening,0.4237,moderate,0.4254,0.5348,0.7344,6.0013,9.1426,0.2856,1.0744,16.1417,18.184,5.4764,4.4678,11.6727,11.6812,9.6456,9.9844,accept,accept,False,11.6727,11.6727,0.0
2017-03-09,Tuggeranong,41,3,1,morning,0.064,low,0.6121,0.6224,0.8453,10.4927,22.3261,0.4111,1.3597,27.7421,33.1052,13.9015,13.7287,18.6973,18.6992,20.4409,19.3798,relocate,relocate,False,20.4409,20.4409,0.0
2015-04-17,Uluru,42,4,1,morning,0.1201,low,0.638,0.6606,0.9473,5.3965,20.9866,2.6184,1.142,20.2996,21.0875,8.1749,7.9331,12.7361,12.7593,14.0044,12.3632,relocate,accept,True,14.0044,12.7361,1.2683
2012-06-16,BadgerysCreek,5,5,3,evening,0.9771,very_high,0.55,0.8608,0.9606,6.13,16.7107,0.7461,0.5,19.494,12.6711,5.0012,3.0041,13.2639,13.3108,8.7266,8.1875,accept,accept,False,13.2639,13.2639,0.0
2012-01-21,SydneyAirport,39,5,2,afternoon,0.8661,very_high,0.621,0.8884,1.1271,3.5553,10.4685,1.0553,1.9622,13.3964,13.4238,5.664,3.8443,9.3662,9.426,8.9781,6.3429,accept,accept,False,9.3662,9.3662,0.0
2013-04-05,NorahHead,27,4,3,evening,0.0424,low,0.5896,0.5958,0.8708,2.4141,13.0178,0.9321,6.109,12.9265,10.7418,2.3393,2.3058,8.9175,8.9205,0.4184,0.7989,accept,accept,False,8.9175,8.9175,0.0
2015-12-08,Cobar,11,1,2,afternoon,0.8211,very_high,0.5785,0.8287,1.0199,5.4975,17.8833,2.3581,1.62,19.1326,18.1483,8.1637,5.8622,12.2566,12.3841,12.1292,9.2734,accept,accept,False,12.2566,12.2566,0.0
2011-09-16,Brisbane,8,4,1,morning,0.0086,low,0.617,0.6178,0.7838,4.566,16.0682,1.4873,6.7683,17.1128,21.5243,7.9391,7.93,11.3567,11.3577,5.8707,6.0412,accept,accept,False,11.3567,11.3567,0.0
2014-11-16,CoffsHarbour,12,6,3,evening,0.6126,high,0.3734,0.5469,0.7383,1.9463,6.0394,0.3115,0.5,9.364,6.3191,-0.0157,-0.5714,7.2078,7.2208,3.224,3.1294,accept,accept,False,7.2078,7.2078,0.0
2016-06-09,Melbourne,19,3,0,night,0.6892,high,0.4178,0.6188,0.6557,4.3549,9.938,2.5195,0.8467,14.253,13.0778,3.6529,2.3204,9.3782,9.495,6.2335,5.7779,accept,accept,False,9.3782,9.3782,0.0
2013-06-30,GoldCoast,15,6,1,morning,0.9802,very_high,0.5744,0.8865,1.1235,3.7265,10.4539,3.3387,5.455,13.6214,15.8613,7.222,4.712,8.5633,8.7736,7.0434,3.5193,accept,accept,False,8.5633,8.5633,0.0
2009-09-08,Nuriootpa,29,1,2,afternoon,0.4941,moderate,0.4653,0.5978,0.7894,2.9568,10.5708,0.3035,0.8249,12.6315,11.8068,2.881,2.0874,9.1479,9.1584,6.5104,5.4856,accept,accept,False,9.1479,9.1479,0.0
2017-02-12,Mildura,21,6,3,evening,0.2481,low,0.6689,0.7249,1.0426,2.3476,11.0093,0.6268,2.0703,11.9931,11.0725,3.2285,2.914,8.542,8.5533,6.3337,6.1087,accept,accept,False,8.542,8.542,0.0
2012-07-29,Watsonia,45,6,3,evening,0.9172,very_high,0.5722,0.8594,1.0704,4.9003,13.4614,0.8554,1.6481,16.4692,22.1487,10.9697,7.7441,11.3595,11.4104,15.8455,13.7362,relocate,relocate,False,15.8455,15.8455,0.0
2009-08-12,MountGinini,24,2,1,morning,0.8694,very_high,0.5458,0.8145,1.034,2.4703,8.0564,0.7176,1.3215,10.9186,11.975,4.28,2.649,7.9684,8.0091,7.8207,5.5988,accept,accept,False,7.9684,7.9684,0.0
2014-11-14,WaggaWagga,43,4,0,night,0.4399,moderate,0.5444,0.6591,0.8185,13.1726,29.2016,1.418,3.2762,34.2478,40.4173,18.3867,16.0374,22.2794,22.3231,22.4855,20.1955,relocate,accept,True,22.4855,22.2794,0.2062
2013-06-20,Perth,32,3,3,evening,0.0305,low,0.6913,0.6954,0.9782,5.2734,14.3208,0.6829,1.6947,17.3339,19.3134,7.575,7.5352,11.9681,11.9696,12.4562,13.0729,relocate,relocate,False,12.4562,12.4562,0.0
2010-02-24,MountGinini,24,2,0,night,0.0913,low,0.299,0.3151,0.5164,4.9572,15.1885,0.5146,2.8798,17.2714,18.3811,3.5207,3.3711,11.9355,11.939,5.318,4.905,accept,accept,False,11.9355,11.9355,0.0
2017-03-10,Cobar,11,4,1,morning,0.0188,low,0.6422,0.6444,0.9416,3.2815,11.6934,1.364,5.5496,13.5412,16.6503,5.6865,5.6677,9.2515,9.2534,5.7695,4.5725,accept,accept,False,9.2515,9.2515,0.0
2015-03-17,Perth,32,1,1,morning,0.7879,high,0.6057,0.8433,1.0717,2.7633,8.3085,0.1142,3.3479,11.42,15.1406,6.4255,4.6021,8.5498,8.5557,8.344,5.7374,accept,accept,False,8.5498,8.5498,0.0
2010-12-29,NorahHead,27,2,2,afternoon,0.0492,low,0.3903,0.3977,0.8019,0.8,5.8979,0.9785,0.6576,7.7571,6.1085,-0.577,-0.6,5.8306,5.8342,3.1544,2.3028,accept,accept,False,5.8306,5.8306,0.0
2015-05-11,Portland,34,0,3,evening,0.9844,very_high,0.4565,0.7703,1.0687,2.0547,8.0115,1.4131,7.7348,10.3387,10.6975,3.2639,1.562,7.2799,7.3692,-0.167,-1.9197,accept,accept,False,7.2799,7.2799,0.0
2013-04-01,Ballarat,6,0,3,evening,0.4912,moderate,0.5565,0.6881,0.8421,0.8002,7.4923,2.3307,2.5402,8.4271,8.7095,1.7368,1.1558,5.6136,5.6931,2.9047,3.1899,accept,accept,False,5.6136,5.6136,0.0
2015-10-04,Dartmoor,13,6,3,evening,0.0728,low,0.4248,0.4369,0.7222,0.8,9.7591,0.8707,1.427,9.3788,9.1501,0.811,0.7548,6.7253,6.73,3.7885,4.023,accept,accept,False,6.7253,6.7253,0.0
2017-03-11,Penrith,31,5,0,night,0.029,low,0.5016,0.5054,0.6898,1.349,7.7693,0.1321,0.55,9.2842,11.0218,1.9734,1.952,7.1083,7.1086,5.6638,5.6094,accept,accept,False,7.1083,7.1083,0.0
2010-10-24,Canberra,10,6,1,morning,0.2183,low,0.6795,0.7272,1.0673,8.2541,20.4532,0.9372,1.7788,23.9334,25.813,11.551,10.926,15.9824,15.9973,18.5793,15.3496,relocate,accept,True,18.5793,15.9824,2.5969
2014-03-10,Albany,2,0,2,afternoon,0.2132,low,0.48,0.5264,0.7343,8.2281,22.2274,0.1232,0.9064,24.6435,32.7467,12.1254,11.3557,16.6904,16.6923,18.5249,17.061,relocate,relocate,False,18.5249,18.5249,0.0
2010-03-16,Melbourne,19,1,0,night,0.0259,low,0.4233,0.4266,0.6633,2.0944,6.1113,1.109,0.5,9.5942,11.5614,1.7552,1.7357,7.0265,7.0287,5.8432,5.4259,accept,accept,False,7.0265,7.0265,0.0
2013-01-13,Canberra,10,6,1,morning,0.714,high,0.6832,0.8932,0.9651,1.0395,7.3057,2.1247,0.6028,8.6717,10.7937,3.9927,2.8433,5.8816,5.9832,7.2633,6.6011,relocate,relocate,False,7.2633,7.2633,0.0
2014-07-27,MountGinini,24,6,1,morning,0.4597,moderate,0.4842,0.6053,0.7562,2.6681,11.2688,0.8303,0.5,12.5348,10.7815,2.411,1.7489,8.8117,8.8384,6.014,5.417,accept,accept,False,8.8117,8.8117,0.0
2013-06-09,Sydney,38,6,0,night,0.1904,low,0.3732,0.4134,0.7402,5.9605,14.4157,0.7031,1.2551,18.3013,16.8205,3.8056,3.4624,12.6194,12.6292,8.6861,6.7926,accept,accept,False,12.6194,12.6194,0.0
2015-10-02,Sale,36,4,2,afternoon,0.0799,low,0.4477,0.4612,0.6987,7.1761,20.1242,1.4813,1.5358,22.3399,20.8084,5.9237,5.7804,14.6789,14.6877,10.2451,9.3551,accept,accept,False,14.6789,14.6789,0.0
2016-07-20,NorfolkIsland,28,2,3,evening,0.6326,high,0.6651,0.8457,1.0303,4.3109,11.382,1.1947,2.2931,14.8002,18.3295,8.4331,6.7552,10.2114,10.2627,11.6259,11.3475,relocate,relocate,False,11.6259,11.6259,0.0
2010-11-14,NorfolkIsland,28,6,0,night,0.1832,low,0.433,0.4714,0.6877,4.8577,13.8588,1.4256,2.4858,16.5786,14.8366,3.439,3.1506,11.1679,11.187,5.6409,4.9745,accept,accept,False,11.1679,11.1679,0.0
2015-05-22,Woomera,49,4,2,afternoon,0.0076,low,0.4377,0.4384,0.6113,4.5349,14.0033,3.5688,1.0866,16.2035,14.572,3.0803,3.075,9.9993,10.0014,6.3952,6.4512,accept,accept,False,9.9993,9.9993,0.0
2010-09-19,Melbourne,19,6,3,evening,0.3788,moderate,0.6471,0.7422,0.9974,0.8595,6.3049,0.5734,1.2101,8.0084,6.9817,0.9888,0.6521,6.1456,6.161,3.9108,3.8678,accept,accept,False,6.1456,6.1456,0.0
2009-06-06,Portland,34,5,3,evening,0.8628,very_high,0.4115,0.6776,0.8052,1.1392,8.1422,1.3413,1.9804,9.1576,13.2786,4.1513,2.3599,6.4874,6.5631,6.2635,5.8342,accept,accept,False,6.4874,6.4874,0.0
2016-10-24,Townsville,40,0,3,evening,0.0886,low,0.5952,0.6107,0.8567,10.7701,33.433,2.3046,0.6332,32.7815,33.3934,13.8514,13.5895,20.6035,20.6187,21.6782,23.2576,relocate,relocate,False,21.6782,21.6782,0.0
2012-10-31,PearceRAAF,30,2,1,morning,0.763,high,0.5781,0.8063,0.9871,4.2966,12.0746,2.6085,2.7985,15.0717,16.8725,7.1873,5.2352,9.7566,9.8889,9.4884,7.1623,accept,accept,False,9.7566,9.7566,0.0
2012-04-05,Launceston,18,3,3,evening,0.1866,low,0.5762,0.6154,0.9705,0.8,4.7345,1.2892,1.2988,7.2685,6.3156,0.2021,0.0764,5.4441,5.4617,3.2058,2.9992,accept,accept,False,5.4441,5.4441,0.0
2017-02-23,SydneyAirport,39,3,1,morning,0.0465,low,0.5918,0.5987,0.8989,5.0616,12.6632,0.6617,3.1425,16.3517,19.3586,6.651,6.5833,11.4153,11.4176,9.9355,8.4544,accept,accept,False,11.4153,11.4153,0.0
2013-08-25,Williamtown,46,6,1,morning,0.0374,low,0.5372,0.5425,0.8533,1.7322,8.3732,1.3758,1.8391,10.0553,7.7823,0.6579,0.6371,7.0753,7.0791,3.1327,2.4949,accept,accept,False,7.0753,7.0753,0.0
2014-11-05,Albany,2,2,0,night,0.5765,moderate,0.2589,0.4197,0.5829,7.5594,22.4952,1.5323,1.4207,23.8532,21.3044,5.6874,3.951,15.5356,15.5961,9.1754,7.3282,accept,accept,False,15.5356,15.5356,0.0
2014-09-08,Uluru,42,0,2,afternoon,0.0767,low,0.57,0.5829,0.8669,7.035,17.5941,1.5868,3.7786,21.0868,19.6169,6.623,6.4945,13.9468,13.9559,9.0211,7.6412,accept,accept,False,13.9468,13.9468,0.0
2013-05-11,Watsonia,45,5,1,morning,0.029,low,0.3784,0.3822,0.6025,5.7392,18.4081,0.3002,0.5,19.6793,21.1126,5.2079,5.1669,13.4611,13.4618,10.3631,9.802,accept,accept,False,13.4611,13.4611,0.0
2009-12-28,CoffsHarbour,12,0,1,morning,0.9646,very_high,0.4221,0.728,0.862,4.2618,13.3222,3.2697,2.2171,15.5487,14.321,5.0785,2.8574,9.7211,9.9242,7.1533,4.9125,accept,accept,False,9.7211,9.7211,0.0
2016-12-18,Nhil,26,6,3,evening,0.0009,low,0.5272,0.5272,0.8469,8.7774,18.2961,2.2747,4.8944,23.7339,30.1088,10.9194,10.9187,15.4327,15.4329,14.503,14.8705,accept,accept,False,15.4327,15.4327,0.0
2013-08-22,PearceRAAF,30,3,1,morning,0.0057,low,0.6515,0.652,0.9081,9.3617,24.5505,0.7878,1.9017,27.1495,30.2848,12.9168,12.9091,17.9766,17.9769,19.1045,17.7075,relocate,accept,True,19.1045,17.9766,1.1279
2017-02-28,Sydney,38,1,1,morning,0.6323,high,0.4997,0.6801,0.9015,1.7709,8.9069,2.3593,1.6235,10.3316,9.6761,2.2232,1.3381,6.8155,6.9168,4.9219,3.6298,accept,accept,False,6.8155,6.8155,0.0
2011-03-17,Cairns,9,3,0,night,0.9081,very_high,0.5491,0.8328,0.945,5.6968,15.4678,0.8637,3.1978,18.3871,21.8741,10.501,7.3551,12.5382,12.5891,12.2306,9.388,accept,accept,False,12.5382,12.5382,0.0
2008-12-23,Brisbane,8,1,1,morning,0.2645,low,0.6007,0.6614,0.9963,2.3686,9.3024,2.5994,1.0806,11.3046,11.0899,2.8811,2.5398,7.3575,7.4072,7.1522,5.7122,accept,accept,False,7.3575,7.3575,0.0
2010-03-03,Williamtown,46,2,1,morning,0.5281,moderate,0.4264,0.5705,0.8831,1.5579,8.4973,0.9814,1.3502,9.872,9.3926,1.5481,0.8622,7.106,7.1418,4.9278,3.3633,accept,accept,False,7.106,7.106,0.0
2013-06-14,Wollongong,48,4,1,morning,0.5197,moderate,0.4402,0.5814,0.7791,9.3564,25.8993,0.3997,0.5517,27.7089,32.5405,12.9373,10.6079,18.4314,18.4458,19.6778,16.5657,relocate,accept,True,19.6778,18.4314,1.2464
2010-12-11,Canberra,10,5,1,morning,0.5611,moderate,0.6806,0.836,0.961,6.3245,12.0488,3.5686,1.0264,17.7986,11.962,4.4027,3.4602,11.2337,11.3712,7.6169,6.8938,accept,accept,False,11.2337,11.2337,0.0
2009-10-02,Townsville,40,4,3,evening,0.1033,low,0.6973,0.716,0.966,4.5139,10.8128,1.5478,2.6627,14.8351,17.0637,6.5221,6.3601,10.1267,10.1385,9.5676,10.3004,accept,relocate,True,10.1267,9.5676,0.559
2014-09-12,Williamtown,46,4,3,evening,0.7635,high,0.535,0.7634,0.9377,1.9187,9.9609,0.799,1.3787,10.9737,10.2389,2.9594,1.7738,7.8402,7.8807,5.8131,5.4267,accept,accept,False,7.8402,7.8402,0.0
2010-06-12,PearceRAAF,30,5,2,afternoon,0.0272,low,0.6623,0.6659,0.9517,9.535,15.7573,2.6406,0.7695,23.6904,22.0986,8.7695,8.73,15.4251,15.4305,15.2158,13.7606,accept,accept,False,15.4251,15.4251,0.0
2014-07-14,Darwin,14,0,2,afternoon,0.0594,low,0.4888,0.4982,0.7886,1.7108,4.9883,1.3926,3.8944,8.6047,11.4762,2.1365,2.0818,6.3036,6.3098,2.8416,2.014,accept,accept,False,6.3036,6.3036,0.0
2012-07-30,AliceSprings,4,0,3,evening,0.0053,low,0.5501,0.5506,0.784,1.3926,8.7673,0.6294,3.5393,9.7622,9.3748,1.4452,1.443,7.1595,7.1598,1.8926,2.4915,accept,accept,False,7.1595,7.1595,0.0
2013-01-02,Adelaide,1,2,3,evening,0.0277,low,0.4745,0.4781,0.728,3.7347,13.1617,2.6641,0.8564,14.7697,17.4783,4.6453,4.6132,9.4499,9.4554,9.4019,10.3121,accept,relocate,True,9.4499,9.4019,0.048
2011-02-08,MountGambier,23,1,2,afternoon,0.0096,low,0.3812,0.3821,0.5295,5.9597,12.6303,1.563,3.5189,17.5504,18.9875,4.3814,4.3721,11.8648,11.8659,5.0313,5.3934,accept,accept,False,11.8648,11.8648,0.0
2012-03-07,Portland,34,2,3,evening,0.0352,low,0.4433,0.4482,0.7513,2.875,7.6445,1.1011,2.6116,11.292,12.3924,2.2326,2.2019,8.0931,8.096,4.5838,4.8228,accept,accept,False,8.0931,8.0931,0.0
2011-01-14,Canberra,10,4,3,evening,0.8239,very_high,0.7886,1.0398,1.2572,26.0,47.8473,0.9759,1.986,59.3959,59.5395,39.9974,32.4146,38.4965,38.5495,47.9447,46.4086,relocate,relocate,False,47.9447,47.9447,0.0
2011-06-09,MelbourneAirport,20,3,3,evening,0.7654,high,0.7153,0.9444,1.2196,4.213,12.0418,0.4004,5.1077,14.9451,14.8643,7.0156,5.2891,10.5991,10.6195,6.7791,5.9956,accept,accept,False,10.5991,10.5991,0.0
2013-12-05,Brisbane,8,3,2,afternoon,0.5731,moderate,0.5434,0.703,0.9252,2.3607,6.6311,0.1103,2.2049,10.172,12.9103,4.1187,3.0743,7.808,7.8123,6.7077,5.1392,accept,accept,False,7.808,7.808,0.0
2016-04-27,Adelaide,1,2,0,night,0.4798,moderate,0.3296,0.4574,0.6696,2.5775,8.0143,1.5732,0.9261,11.0456,13.0291,2.5622,1.718,7.6995,7.752,6.2265,4.9718,accept,accept,False,7.6995,7.6995,0.0
2012-01-08,Ballarat,6,6,0,night,0.8019,very_high,0.5168,0.7596,0.8037,11.5543,27.8803,0.3226,1.2696,31.5081,30.4068,14.6397,10.896,20.9437,20.9608,17.9903,16.0324,accept,accept,False,20.9437,20.9437,0.0
2009-08-02,Sydney,38,6,2,afternoon,0.1043,low,0.4633,0.4822,0.678,3.4817,10.2836,0.3583,0.5,13.2194,11.6743,2.1308,2.0185,9.5499,9.5527,6.0096,5.7652,accept,accept,False,9.5499,9.5499,0.0
2014-08-11,Cairns,9,0,2,afternoon,0.5351,moderate,0.5462,0.6927,0.9463,9.1453,19.8533,0.8026,2.549,24.8845,23.6982,9.9436,8.1839,16.7357,16.7653,14.3005,11.1602,accept,accept,False,16.7357,16.7357,0.0
2012-07-04,Walpole,44,2,1,morning,0.0201,low,0.7809,0.7833,1.0239,0.8,4.0,0.7502,5.0535,6.96,8.2631,1.893,1.8829,5.5089,5.51,0.6848,0.3716,accept,accept,False,5.5089,5.5089,0.0
2016-01-08,Launceston,18,4,2,afternoon,0.1258,low,0.5611,0.585,0.7197,7.6607,19.0136,0.4085,2.2235,22.5277,27.4117,10.4758,10.1427,15.3359,15.3397,13.6168,13.9697,accept,accept,False,15.3359,15.3359,0.0
2016-09-03,Canberra,10,5,2,afternoon,0.6723,high,0.5587,0.7535,0.9826,1.9982,7.4705,1.6222,1.9894,10.0352,11.272,3.5044,2.3912,7.0206,7.0941,6.1733,4.5188,accept,accept,False,7.0206,7.0206,0.0
2010-08-07,Walpole,44,5,3,evening,0.7294,high,0.7439,0.9596,1.1575,6.4276,17.4241,0.1613,3.1328,20.1954,16.1055,7.9762,6.215,13.9433,13.9511,10.0479,9.4764,accept,accept,False,13.9433,13.9433,0.0
2016-12-04,Melbourne,19,6,0,night,0.6436,high,0.4751,0.6596,0.8802,1.9844,6.6637,1.5908,2.7868,9.6777,11.159,2.9077,1.8641,6.8434,6.9127,4.5041,2.992,accept,accept,False,6.8434,6.8434,0.0
2013-05-09,WaggaWagga,43,3,1,morning,0.0019,low,0.6871,0.6872,0.959,2.724,9.3605,0.6625,3.9625,11.8088,14.5902,4.9287,4.9278,8.5144,8.5144,6.2218,5.415,accept,accept,False,8.5144,8.5144,0.0
2014-10-22,Townsville,40,2,3,evening,0.0669,low,0.5622,0.5731,0.8506,1.5176,8.5924,0.3845,1.6868,9.8575,10.5084,2.1024,2.0444,7.3402,7.3421,5.1091,5.4357,accept,accept,False,7.3402,7.3402,0.0
2013-08-29,Sale,36,3,3,evening,0.9606,very_high,0.4511,0.7554,1.0381,6.5108,22.9956,0.1878,2.3768,22.6477,30.2794,14.5008,9.8288,15.2352,15.2468,20.9351,16.4316,relocate,relocate,False,20.9351,20.9351,0.0
2015-12-30,Walpole,44,2,3,evening,0.7301,high,0.6904,0.9063,1.0606,7.207,19.5509,1.0968,1.6173,22.1408,18.6394,9.1994,7.1586,14.7431,14.7966,12.9661,12.6267,accept,accept,False,14.7431,14.7431,0.0
2010-11-04,Moree,22,3,3,evening,0.0386,low,0.6857,0.6912,1.0722,2.0526,10.0946,0.2608,0.5405,11.2108,12.8108,3.9875,3.9519,8.2202,8.221,9.6436,9.2852,relocate,relocate,False,9.6436,9.6436,0.0
2015-11-26,PearceRAAF,30,3,3,evening,0.0619,low,0.63,0.6399,0.8958,0.9729,5.8842,0.2221,0.6627,7.9848,7.0822,0.6785,0.6431,6.3061,6.3071,4.1697,4.486,accept,accept,False,6.3061,6.3061,0.0
2010-08-19,MountGambier,23,3,1,morning,0.9919,very_high,0.4785,0.7952,0.979,9.0604,27.3877,2.6528,0.9828,27.9344,33.4873,17.0314,11.6537,17.5373,17.7061,23.813,17.3522,relocate,accept,True,23.813,17.5373,6.2757
2016-07-30,MelbourneAirport,20,5,1,morning,0.8027,very_high,0.6303,0.8734,1.0842,2.2592,7.9581,0.2244,0.5222,10.5923,11.9898,4.6473,3.1693,7.9576,7.9695,9.0942,7.1166,relocate,accept,True,9.0942,7.9576,1.1366
2013-03-06,Watsonia,45,2,1,morning,0.0329,low,0.4522,0.4567,0.7037,3.3477,10.2253,0.1399,1.9387,13.014,17.051,4.2727,4.234,9.5041,9.5045,7.6808,6.9468,accept,accept,False,9.5041,9.5041,0.0
2015-09-07,Melbourne,19,0,2,afternoon,0.629,high,0.4545,0.6338,0.7739,1.7575,10.2865,1.4931,3.2807,10.893,12.1452,3.271,2.1672,7.4704,7.5342,3.8461,2.8272,accept,accept,False,7.4704,7.4704,0.0
2012-09-15,Sale,36,5,3,evening,0.0715,low,0.5159,0.5277,0.7995,6.0938,19.3812,1.0464,1.0913,20.5667,20.1431,6.3175,6.1966,13.6916,13.6972,11.5849,12.2687,accept,accept,False,13.6916,13.6916,0.0
2015-06-05,Adelaide,1,4,1,morning,0.1571,low,0.4756,0.5073,0.7137,6.1975,18.2935,0.5161,0.5,20.2499,19.5682,5.8486,5.5346,13.7715,13.7774,10.8744,10.1899,accept,accept,False,13.7715,13.7715,0.0
2016-09-05,Bendigo,7,0,2,afternoon,0.1877,low,0.5387,0.5782,0.9246,10.0439,25.4964,0.3406,0.8969,28.4677,28.5381,10.9314,10.3593,19.007,19.0116,19.2921,15.7555,relocate,accept,True,19.2921,19.007,0.2851
2017-02-18,MountGinini,24,5,1,morning,0.5197,moderate,0.4219,0.5631,0.7695,7.8092,20.6922,0.465,1.3871,23.4331,22.5753,7.8475,6.2314,15.8195,15.8362,12.3913,10.1139,accept,accept,False,15.8195,15.8195,0.0
2016-12-12,Perth,32,0,0,night,0.2731,low,0.5231,0.5863,0.8509,7.4573,18.9804,0.54,3.1177,22.2391,27.6225,10.597,9.7122,15.0842,15.0948,14.9164,12.4588,accept,accept,False,15.0842,15.0842,0.0
2012-07-30,MelbourneAirport,20,0,1,morning,0.3282,low,0.7723,0.8518,1.1679,3.581,8.2961,1.2988,1.8014,12.5187,15.4148,6.6632,6.0419,8.8099,8.8404,10.9642,9.1962,relocate,relocate,False,10.9642,10.9642,0.0
2016-07-10,Woomera,49,6,0,night,0.4753,moderate,0.3873,0.5136,0.7115,3.2614,5.9956,1.0727,1.7982,11.121,9.0694,1.1304,0.5496,8.1016,8.1371,3.2645,2.4777,accept,accept,False,8.1016,8.1016,0.0
2012-11-30,Brisbane,8,4,3,evening,0.0259,low,0.627,0.6303,0.9174,6.0364,20.7794,0.6028,2.4592,21.0765,22.0408,8.3417,8.3046,14.1321,14.1333,12.8162,13.475,accept,accept,False,14.1321,14.1321,0.0
2015-10-19,Walpole,44,0,1,morning,0.0936,low,0.68,0.6966,0.9788,3.4339,11.3161,0.6042,3.4708,13.5886,14.2595,4.8164,4.6965,9.6293,9.6335,6.7037,5.6833,accept,accept,False,9.6293,9.6293,0.0
